Country,Year,Production,Unit,Commodity,Source,iso3
Qatar,1976,1.1322900000000002,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1976,2.779225,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1976,0.0314,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1976,1.8915,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1976,7.7490875,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1976,0.36575,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1976,4.54005,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1976,0.622725,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1976,6.80772173915,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1976,0.687225,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1976,7.1213999999999995,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1976,10.179449360865288,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1976,1.2914343750000001,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1976,2.38525,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1976,0.3471767802451579,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1976,0.24562500000000004,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1976,3.88275,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1976,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1976,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1977,75.72375000000001,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1977,13.665276270152365,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1977,516.0626607359748,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1977,7.361825000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1977,1.9317430000000002,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1977,0.6031904646017697,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1977,1.7174749999999999,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1977,0.61166875,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1977,2.03215,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1977,14.125305000000003,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1977,19.6066,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1977,13.1612,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1977,86.11111111111111,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1977,2.63498825,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1977,6.4661,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1977,32.58959005,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1977,39.61294300000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1977,2.473701,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1977,14.088401174188244,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1977,1.1191,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1977,0.054851648631898564,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1977,4.00235,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1977,1.6052850000000003,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1977,3.91115,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1977,0.03495,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1977,3.8024999999999998,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1977,7.41654375,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1977,0.44275000000000003,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1977,4.798450000000001,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1977,0.81985,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1977,7.776843766000001,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1977,0.81235,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1977,8.17245,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1977,12.215339233038346,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1977,1.3792625,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1977,5.7449,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1977,0.31767573488059586,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1977,0.22597500000000004,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1977,4.2418,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1977,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1978,73.0758,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1978,17.105864545712357,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1978,513.9498586383105,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1978,7.595225000000002,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1978,1.9038310000000003,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1978,0.7937783761061945,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1978,2.2808250000000005,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1978,0.6391,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1978,2.426025,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1978,14.253510000000002,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1978,20.27125,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1978,13.145500000000002,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1978,78.83333333333334,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1978,14.094239412499999,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1978,6.933525,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1978,32.812302200000005,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1978,37.93357100000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1978,2.717931,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1978,8.825415974197792,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1978,1.15995,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1978,0.05396477729194136,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1978,4.4849499999999995,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1978,0.30254250000000005,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1978,1.5307650000000002,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1978,5.39315,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1978,0.0337,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1978,5.56725,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1978,11.501875000000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1978,0.7122499999999999,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1978,4.86495,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1978,0.9932250000000001,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1978,8.3725380647,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1978,0.8614375000000001,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1978,8.010112500000002,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1978,13.838003933136672,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1978,1.54048125,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1978,11.043200000000002,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1978,2.3655594531537183,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1978,0.26527500000000004,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1978,4.3587,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1978,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1979,77.05725000000001,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1979,20.765465445009582,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1979,529.5416850394994,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1979,7.031175000000002,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1979,2.0817699999999997,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1979,0.8698107876106193,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1979,2.6056,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1979,0.590975,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1979,2.50765,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1979,15.964020000000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1979,20.300475,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1979,12.825849999999999,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1979,82.66666666666669,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1979,20.5147020625,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1979,6.220799999999999,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1979,31.352559175,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1979,38.304568,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1979,3.0133330000000003,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1979,8.500564905351812,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1979,1.6634500000000003,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1979,0.03843109139814549,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1979,5.9384500000000005,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1979,0.5089500000000001,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1979,4.514670000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1979,6.6215,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1979,0.03475,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1979,5.95725,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1979,18.853450000000002,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1979,1.078,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1979,6.445749999999999,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1979,1.3091000000000002,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1979,9.6375182783,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1979,0.9865625,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1979,8.391825,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1979,14.624139626352013,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1979,1.9158562499999998,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1979,16.0167,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1979,2.9354115989210245,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1979,0.26527500000000004,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1979,4.9098,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1979,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1980,71.22794999999999,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1980,25.115241594518444,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1980,525.0907472904478,billion cubic metres,gas,Energy Institute Statistical Review,USA
